74;257;0
74;257;89
76;255;155
76;253;163
77;249;170
78;248;179
80;244;187
81;241;194
82;237;203
84;233;210
84;227;218
85;225;226
86;220;234
88;214;243
90;209;250
92;201;258
95;195;267
96;189;275
99;183;282
103;174;291
105;167;298
109;160;306
111;153;315
116;145;323
118;137;331
120;131;339
122;125;347
126;116;355
129;108;363
132;102;371
135;96;378
137;88;386
141;82;394
142;76;403
146;69;410
149;62;419
150;59;426
152;53;434
156;47;442
157;43;450
160;39;457
162;34;465
164;30;475
165;27;483
167;22;490
168;19;499
170;17;506
172;11;515
173;9;522
176;5;530
176;3;538
176;1;547
176;1;554
177;0;562
180;3;659
183;10;667
189;19;675
192;26;683
197;35;691
202;44;698
207;53;706
210;61;714
213;71;723
218;79;731
222;88;738
227;99;747
230;109;754
235;120;762
239;129;769
244;137;777
250;147;786
254;157;794
260;165;802
265;173;810
270;183;819
276;192;826
280;201;834
284;208;842
287;215;851
291;220;859
294;225;866
297;229;875
298;232;882
300;235;890
302;238;898
303;240;905
304;241;913
305;242;921
305;243;929
305;244;937
305;245;1057
304;245;1065
304;245;1073
301;245;1081
295;245;1089
286;243;1097
273;238;1105
262;235;1113
251;229;1121
240;225;1131
229;219;1138
220;216;1146
214;213;1154
208;210;1162
203;208;1170
197;205;1178
194;205;1186
188;201;1194
185;201;1202
177;199;1210
170;197;1219
162;195;1226
154;193;1234
145;189;1242
137;188;1250
128;185;1258
119;183;1266
109;180;1275
103;178;1283
95;176;1290
90;174;1298
85;173;1305
80;171;1314
73;169;1322
70;169;1330
64;167;1338
60;166;1347
53;164;1355
51;162;1363
48;161;1371
44;161;1378
39;160;1385
33;157;1394
30;156;1403
26;155;1410
18;152;1419
16;151;1426
12;151;1434
8;148;1442
6;147;1450
4;146;1458
2;146;1466
0;145;1474
0;144;1481
0;144;1578
1;142;1585
8;139;1594
19;137;1602
27;133;1609
40;127;1618
56;120;1625
72;115;1634
91;111;1641
110;105;1651
128;103;1659
148;101;1666
162;98;1674
180;96;1681
196;93;1690
209;92;1698
226;90;1706
240;87;1715
254;87;1723
268;84;1730
284;84;1738
296;84;1747
310;84;1754
322;84;1762
334;84;1770
344;84;1779
354;84;1786
362;82;1793
369;81;1801
373;81;1810
378;80;1817
382;79;1825
385;78;1834
386;77;1842
389;76;1851
388;77;2019
383;83;2026
380;89;2034
373;95;2042
368;101;2050
362;107;2057
357;111;2066
350;117;2074
342;123;2082
335;127;2089
326;132;2099
320;136;2106
312;141;2114
302;145;2122
295;151;2131
288;155;2138
280;159;2145
274;162;2153
264;167;2161
256;172;2169
245;176;2178
235;179;2187
227;184;2194
220;188;2201
211;192;2209
205;195;2218
199;199;2225
192;202;2233
186;206;2242
181;209;2250
176;212;2258
171;215;2265
167;217;2274
160;221;2281
156;223;2289
150;226;2299
145;228;2306
140;231;2314
134;233;2322
130;235;2330
124;237;2338
120;239;2346
114;242;2354
110;245;2362
104;247;2369
102;248;2378
101;249;2386
98;250;2394
93;253;2402
92;253;2409
90;254;2417
89;255;2426
87;255;2434
86;257;2442
84;257;2458
83;258;2466
