0;72;0
1;72;0
2;73;10
3;74;18
4;74;27
5;75;35
6;76;42
8;76;50
9;78;58
12;81;67
13;82;74
17;86;82
20;90;90
21;92;98
23;95;105
25;97;113
26;98;121
29;102;129
29;103;138
30;104;147
31;106;154
32;106;164
33;108;171
34;110;179
35;110;186
35;112;194
35;112;201
36;113;209
36;112;380
37;109;387
37;105;394
38;103;403
39;98;410
40;95;419
41;92;427
42;88;434
43;84;442
44;82;450
45;78;459
47;76;466
47;75;473
49;70;482
51;67;490
52;64;498
53;62;505
54;60;513
56;56;521
57;53;529
59;51;536
60;48;544
63;43;553
65;41;561
67;38;569
69;35;577
71;32;586
73;29;595
75;26;603
77;24;611
78;23;619
79;20;626
81;19;634
83;17;642
87;14;650
90;12;658
93;10;666
97;7;675
100;6;683
105;4;690
108;3;699
111;2;706
113;2;714
115;1;722
115;0;730
116;0;738
