22;51;0
22;51;0
20;50;129
15;46;138
14;44;146
11;41;154
8;39;162
6;37;170
5;35;179
3;33;186
3;32;195
2;31;203
2;30;210
1;29;218
1;28;227
0;27;235
0;26;243
0;25;250
0;23;259
0;21;266
0;20;274
0;19;282
0;17;291
0;16;298
1;14;306
4;11;315
6;9;323
7;8;330
10;7;338
12;5;347
15;4;355
18;3;362
19;2;370
23;1;378
24;1;387
26;0;395
27;0;402
29;0;410
30;0;419
31;0;427
32;0;434
34;0;442
36;0;449
37;0;458
39;0;466
41;0;474
45;2;483
47;3;492
49;3;499
51;4;507
54;7;514
55;8;523
58;10;531
60;11;539
61;11;546
63;13;553
64;14;563
65;15;571
68;17;578
69;19;586
71;21;594
73;24;603
74;27;618
75;28;627
77;31;634
77;33;644
78;36;650
78;38;658
79;39;666
79;41;675
79;43;682
80;46;690
80;47;698
80;49;705
80;52;715
80;53;723
80;57;730
77;61;738
75;63;747
71;69;755
67;72;763
61;77;770
55;81;779
52;83;787
46;87;795
41;89;803
38;90;810
35;91;818
34;92;826
31;92;834
29;93;842
28;93;850
27;93;859
27;93;866
25;93;875
24;93;891
23;93;1009
21;93;1017
20;93;1025
21;93;1130
22;94;1137
22;95;1145
23;97;1153
23;98;1162
25;100;1171
25;103;1178
25;105;1187
25;107;1194
25;108;1202
25;111;1219
25;112;1227
25;113;1233
25;115;1243
25;117;1250
25;117;1258
25;119;1266
25;121;1275
25;124;1282
25;125;1290
25;128;1297
25;130;1306
25;131;1314
25;133;1322
25;135;1330
25;135;1339
25;137;1346
25;137;1354
25;138;1362
25;139;1386
