0;23;0
0;21;1
0;19;10
1;17;17
2;16;25
4;13;33
7;10;41
9;8;49
12;5;57
16;3;65
22;2;73
27;1;81
33;0;89
41;0;97
48;0;105
54;0;113
60;0;122
65;0;129
70;2;138
73;3;147
78;5;155
79;7;162
82;9;170
84;13;179
86;16;185
87;19;195
90;24;203
91;29;210
93;37;218
93;42;227
93;49;233
93;53;242
93;58;250
93;61;258
90;66;265
86;71;274
85;73;282
82;76;290
81;78;299
80;79;307
78;81;314
76;83;322
76;83;329
74;84;338
73;85;346
72;85;355
70;86;370
69;87;378
68;88;387
66;89;394
64;91;402
64;92;411
63;94;419
61;97;426
61;100;434
61;103;442
61;106;450
61;110;457
61;113;466
62;116;474
63;118;482
64;121;490
65;123;498
66;124;506
66;126;514
66;127;521
68;129;530
68;129;546
68;131;554
68;132;570
68;133;700
68;135;707
65;137;722
64;143;731
62;149;740
