62;0;0
53;0;0
41;3;10
33;5;18
26;9;27
20;15;34
15;19;42
11;25;50
7;33;59
6;37;66
3;43;74
1;51;82
1;58;91
0;67;98
0;76;107
0;84;115
0;93;122
0;100;129
0;109;139
1;120;146
5;128;154
9;135;163
15;145;170
21;152;178
29;159;186
37;165;194
46;169;203
57;173;210
69;178;218
84;179;226
100;179;234
113;179;242
128;179;249
141;176;257
153;172;266
162;167;273
170;161;283
175;155;291
179;150;298
183;139;305
184;132;314
184;125;322
184;117;330
184;109;338
184;101;346
181;92;354
177;83;362
173;72;370
167;65;378
160;55;386
151;45;394
142;37;402
132;29;409
117;22;417
103;17;425
93;16;433
83;15;444
75;15;450
70;15;459
66;15;466
61;17;474
55;20;483
52;23;490
49;25;499
47;27;506
45;30;514
44;32;522
43;33;530
43;34;538
