59;0;0
57;0;105
54;0;115
51;0;122
47;0;130
43;0;139
39;0;146
33;0;154
31;0;162
27;0;170
23;0;179
22;0;187
20;0;195
18;0;203
16;0;211
15;0;218
13;0;227
12;0;235
11;0;242
9;0;250
8;0;259
7;0;266
5;0;274
5;0;283
3;0;290
3;0;298
2;0;315
1;0;339
0;0;371
0;1;379
0;3;387
0;4;394
0;6;402
0;8;410
0;10;418
0;12;426
0;16;434
0;19;442
0;23;451
0;30;458
1;35;466
1;40;476
1;46;482
1;53;490
1;58;498
1;65;506
1;69;515
1;76;522
1;81;530
1;85;538
1;91;546
1;94;554
1;98;563
1;101;570
1;103;578
1;105;586
1;108;594
1;110;602
1;112;610
1;115;617
1;118;625
2;120;633
2;122;642
2;125;649
2;127;657
2;130;666
3;131;674
3;134;683
3;135;691
4;138;699
4;138;707
5;139;834
6;139;867
7;139;874
7;139;883
10;139;891
13;139;898
17;139;906
21;139;914
26;139;921
32;139;931
36;139;938
43;141;946
49;142;954
53;142;962
55;143;970
58;143;978
61;144;986
61;144;994
62;144;1001
63;144;1010
64;144;1019
65;144;1035
66;144;1051
67;144;1058
