166;0;0
159;0;1
148;7;10
136;12;18
126;17;26
118;20;35
110;24;42
103;26;50
98;30;58
95;30;66
91;32;74
85;34;82
80;35;89
74;37;98
66;37;106
58;37;114
51;37;122
43;37;130
35;37;138
27;37;146
20;37;154
16;37;163
9;39;170
7;40;177
2;41;185
0;43;194
0;43;202
0;44;210
0;46;218
0;49;226
0;53;234
0;56;242
1;60;250
5;67;258
8;76;265
12;86;274
18;99;281
24;111;290
30;126;298
34;140;306
40;162;314
42;172;322
43;182;330
46;192;339
46;202;347
46;211;355
46;219;363
46;226;370
46;234;379
46;240;386
46;248;394
46;253;401
46;257;410
46;259;418
46;260;425
47;261;498
50;261;515
59;261;523
74;261;530
94;261;539
113;261;546
135;261;554
151;261;563
168;262;571
182;266;579
192;266;587
197;266;595
198;266;602
