57;9;0
56;9;13
54;12;23
51;16;30
48;20;39
42;26;47
38;32;55
33;38;63
28;44;70
22;49;79
18;58;87
12;64;95
10;68;102
6;73;111
3;78;119
2;80;126
1;83;134
1;84;143
0;85;150
0;86;160
0;87;176
2;88;184
4;88;192
10;91;199
15;91;207
23;92;215
34;92;223
47;92;231
60;92;238
76;92;247
96;92;255
116;95;263
134;98;271
148;98;279
163;98;287
175;101;295
185;103;303
192;104;311
196;104;319
197;104;327
196;104;424
192;100;431
186;96;439
178;91;447
172;86;455
165;81;462
158;73;471
152;68;478
149;66;486
144;62;495
141;58;503
139;57;511
136;54;519
131;50;527
126;47;536
124;44;542
120;41;551
118;40;559
116;38;567
114;36;575
113;36;582
111;34;591
110;33;598
108;32;616
106;31;623
106;30;632
105;30;639
104;30;647
103;28;655
102;28;663
101;26;671
100;25;679
98;24;686
98;23;696
97;21;703
96;20;719
96;19;728
96;18;743
96;18;751
95;16;775
94;15;969
92;13;975
88;12;984
87;10;991
84;8;999
82;7;1007
80;6;1015
80;6;1022
79;6;1031
78;5;1038
78;5;1104
76;4;1112
76;4;1120
75;4;1128
74;3;1135
72;2;1143
71;2;1151
70;1;1158
70;0;1176
