0;67;0
0;66;215
2;64;224
2;60;233
4;58;241
6;54;249
6;52;257
8;47;266
10;44;273
10;40;281
11;38;290
12;32;298
12;31;305
14;28;314
14;26;321
15;22;329
16;20;337
18;16;345
18;14;354
19;12;361
19;10;369
19;8;378
20;7;385
21;4;393
21;3;401
22;1;410
22;0;426
22;0;594
24;0;610
26;1;617
27;2;625
28;4;633
30;6;641
32;10;649
33;12;657
34;14;664
34;16;674
37;19;681
38;22;689
38;24;696
40;28;705
41;31;713
42;33;722
44;36;728
44;40;737
45;41;746
47;45;754
48;47;761
49;50;769
49;52;778
50;54;785
50;56;794
51;58;802
51;58;809
52;60;817
52;60;826
52;62;834
