0;0;0
4;0;51
5;0;60
7;0;68
10;2;76
12;2;84
16;4;91
20;7;99
24;8;107
28;12;115
34;16;123
37;20;131
42;25;139
49;29;148
54;34;155
59;39;163
64;44;171
69;48;179
74;54;186
78;58;195
84;64;203
88;67;211
92;71;219
98;76;227
104;81;236
109;85;243
113;88;251
115;90;259
117;92;267
118;92;275
118;89;387
118;85;396
118;81;403
118;76;412
118;70;419
118;66;427
118;62;435
118;55;443
118;51;451
118;47;459
118;43;466
118;40;474
118;36;483
118;32;490
118;26;499
118;22;507
118;20;514
118;16;523
118;13;530
118;10;539
118;7;546
118;6;555
118;5;563
118;3;572
118;2;652
116;2;669
115;2;676
114;2;683
112;3;690
108;6;699
104;12;707
100;18;715
98;22;723
92;28;731
88;36;739
83;40;747
80;45;756
76;51;764
70;58;771
66;64;779
62;68;787
58;74;794
54;80;803
50;85;811
48;88;818
43;94;828
40;98;836
36;102;843
32;106;851
30;108;860
28;110;867
26;112;876
24;113;883
23;114;890
22;116;898
20;117;907
