16;0;1
15;0;18
14;1;27
10;5;35
9;6;43
7;8;51
5;10;59
3;14;68
2;17;76
0;22;83
0;24;92
0;29;99
0;33;108
0;37;115
0;42;123
2;47;131
4;50;139
6;58;147
9;62;155
10;66;163
13;71;172
14;74;179
14;76;187
14;80;196
14;82;204
14;86;211
14;88;219
14;89;227
14;91;236
14;92;244
13;93;308
12;93;364
13;92;396
14;92;403
17;92;411
20;94;418
22;96;426
24;100;434
26;101;442
30;107;450
30;109;458
31;113;465
33;118;474
34;123;483
34;128;491
36;136;499
36;144;507
38;151;515
38;159;524
38;167;531
38;174;539
40;182;547
40;187;555
40;194;562
40;198;571
42;200;580
43;204;587
44;206;595
44;207;603
46;208;611
46;210;619
47;210;627
48;211;634
49;212;642
49;213;650
50;214;659
53;215;667
54;216;684
55;216;700
56;216;771
58;216;779
59;216;788
60;216;795
61;216;811
62;216;819
62;214;836
