0;146;0
0;145;26
0;144;43
1;144;58
4;143;66
10;141;74
21;138;82
37;130;90
50;126;97
64;118;106
80;111;114
98;101;122
111;92;129
124;85;138
135;78;146
144;71;154
154;63;161
162;58;169
170;52;177
178;47;185
182;44;193
184;42;201
188;40;209
191;39;217
192;38;225
194;38;241
194;37;249
194;37;370
184;36;378
167;31;386
151;27;394
129;20;401
112;15;409
90;9;417
74;4;425
66;3;434
59;2;441
56;2;449
55;2;458
55;0;538
58;0;546
69;0;554
88;0;562
119;4;570
158;10;578
203;17;586
244;26;594
289;36;602
327;47;610
352;54;618
365;58;626
368;58;634
370;59;642
370;62;723
366;70;730
361;76;738
354;84;746
346;90;753
333;100;762
323;106;770
316;111;779
308;116;786
302;120;794
299;123;801
296;126;811
292;132;818
290;135;826
288;136;835
288;138;843
286;139;850
286;140;857
286;140;865
285;141;971
284;142;994
283;142;1010
