0;76;0
1;76;71
4;76;81
7;76;89
10;76;97
13;75;105
17;75;113
19;75;121
22;74;128
26;74;137
29;74;144
33;74;152
38;73;161
42;72;168
47;71;176
53;70;184
58;69;191
66;68;199
73;67;209
80;66;217
87;66;224
95;64;232
102;61;239
107;60;247
115;58;255
119;56;263
125;54;273
128;54;280
133;52;287
138;51;295
143;49;303
146;48;311
148;48;320
152;47;328
154;46;336
156;46;344
159;43;352
162;42;361
165;42;369
167;39;376
169;38;384
173;38;392
175;36;401
177;36;409
179;35;416
181;34;424
182;33;433
183;33;440
184;32;449
185;32;456
185;31;463
187;31;473
187;30;481
188;30;488
189;29;521
190;28;545
188;28;712
186;28;721
180;28;728
176;28;736
169;26;744
159;24;753
151;20;760
144;19;769
139;18;777
133;16;784
129;15;793
125;13;800
121;13;808
119;11;816
116;10;823
114;10;832
110;10;840
107;10;848
103;9;856
99;9;864
94;7;872
92;7;880
89;6;887
87;6;895
85;6;904
84;6;953
81;6;961
79;6;968
75;5;978
73;3;985
72;3;991
71;3;1001
71;2;1144
71;2;1152
71;2;1160
73;0;1167
75;0;1176
77;0;1183
80;0;1192
85;0;1200
91;0;1207
96;0;1216
101;0;1225
107;0;1232
114;2;1240
119;3;1248
125;6;1256
129;6;1264
137;10;1271
143;10;1279
148;12;1288
155;16;1296
159;16;1304
167;18;1313
172;19;1318
178;21;1326
181;22;1337
184;22;1343
188;22;1351
191;24;1359
195;24;1368
196;24;1376
197;24;1384
198;25;1536
198;28;1592
198;28;1599
198;31;1607
198;33;1615
198;34;1623
195;38;1631
195;39;1639
194;42;1648
193;46;1656
191;48;1663
190;50;1671
188;53;1680
186;54;1688
183;58;1695
181;61;1703
179;64;1712
175;67;1720
174;70;1728
171;72;1736
169;75;1745
165;78;1752
163;82;1760
161;84;1768
158;88;1776
155;91;1783
154;93;1791
153;94;1801
152;96;1817
151;98;1826
151;100;1832
151;101;1839
150;102;1848
149;104;1856
148;106;1864
148;107;1871
148;108;1880
147;108;1889
147;109;1898
147;110;1912
147;110;1928
