0;267;0
1;267;26
1;267;35
3;267;42
7;267;50
9;265;58
11;265;66
14;265;74
18;262;82
21;261;90
27;257;98
33;256;106
39;252;114
47;247;122
54;241;130
60;237;138
66;232;146
72;227;154
78;222;162
84;219;171
90;214;179
95;210;187
101;205;194
109;199;202
115;195;212
122;188;218
129;181;227
137;174;234
143;169;242
149;163;250
155;158;258
162;148;266
167;142;274
174;133;281
179;126;290
181;121;298
184;113;307
186;107;315
188;99;323
190;92;331
191;84;338
193;75;347
193;66;355
193;58;363
193;50;369
193;43;378
193;38;385
191;32;393
187;25;402
185;20;409
181;15;418
179;12;426
173;7;434
170;5;442
167;3;449
165;2;458
161;1;466
161;0;474
158;0;482
155;0;489
151;0;498
150;0;506
147;1;514
143;1;523
139;3;530
135;6;538
131;9;546
127;11;555
123;16;563
119;21;570
115;27;578
109;33;586
107;39;594
103;45;602
101;52;611
99;61;618
95;67;626
95;73;634
93;80;642
93;88;649
93;95;659
93;103;667
93;112;675
93;119;682
93;125;690
93;133;697
96;141;706
97;147;714
99;155;722
100;159;730
101;166;738
101;171;746
103;177;755
105;182;762
107;189;770
111;195;779
112;199;786
115;205;794
117;211;803
120;215;811
122;221;818
127;230;827
131;237;834
135;245;843
141;252;849
146;261;858
151;267;866
157;273;874
161;277;883
165;282;891
170;287;897
175;289;907
178;293;914
180;293;922
185;296;929
187;297;939
190;297;947
191;297;955
193;297;961
195;297;970
199;299;977
201;299;995
201;299;1171
201;300;1186
201;300;1194
