0;8;0
0;8;8
2;8;18
3;8;25
4;8;34
4;8;41
6;8;49
8;8;58
10;8;66
12;8;72
16;8;82
22;8;89
27;8;97
36;8;104
42;8;113
52;8;122
60;8;129
70;4;138
78;4;146
86;4;153
93;4;161
99;2;169
106;2;178
110;2;185
114;0;193
118;0;201
121;0;210
123;0;218
126;0;225
128;0;234
130;0;242
133;0;250
134;0;257
139;3;265
140;5;272
142;6;280
145;9;288
148;11;297
149;12;304
150;16;312
152;18;320
154;21;328
155;24;336
158;29;345
159;32;353
160;36;362
160;41;370
160;46;379
160;50;386
160;56;394
160;62;401
160;66;410
160;72;417
160;75;424
158;80;433
156;85;442
156;88;449
153;92;457
152;96;465
150;99;473
149;102;481
148;106;488
144;110;497
144;114;504
143;118;513
141;121;521
140;126;529
140;128;537
140;130;546
140;134;553
140;138;561
140;142;569
140;147;577
140;150;585
140;153;594
142;157;601
142;159;609
145;164;617
146;166;625
147;167;633
150;170;642
151;170;673
152;170;706
152;170;730
156;170;737
156;169;745
160;168;754
161;166;762
161;168;897
161;171;905
159;176;913
159;177;921
158;181;928
157;184;937
157;186;946
157;190;953
156;195;961
156;198;969
156;201;976
156;204;985
156;206;993
156;209;1002
156;211;1009
156;213;1017
156;216;1024
156;218;1033
158;220;1041
160;224;1049
164;228;1057
164;232;1064
168;236;1073
170;241;1081
174;247;1089
176;252;1098
178;256;1105
181;260;1113
183;264;1122
184;267;1129
184;270;1137
186;274;1145
186;279;1153
186;283;1161
186;286;1169
186;290;1177
186;294;1186
186;297;1193
185;302;1202
183;307;1209
179;312;1217
178;314;1225
176;316;1234
172;322;1242
168;324;1249
163;328;1257
158;331;1265
152;335;1273
148;339;1280
142;340;1288
136;344;1296
134;344;1304
132;344;1312
129;344;1320
127;345;1328
126;345;1344
126;345;1352
122;345;1361
118;345;1368
114;345;1376
110;345;1385
106;343;1393
104;342;1401
103;342;1409
